Exp_ID,location_name,latitude,longitude,ecozone,province,soil_great_group,soil_sub_group,soil_texture,sand_px,clay_px,silt_px,initial_soc_tha,initial_soc_year,plot_id,block,treatment_number,treatment_name,replication_number,duration,year_name,start_year,end_year,tillage,STIR_rating,grain_yield_kgha,hay_yield_kgha,hay_residue_kgha,crop,ICASA_code,AAFC_code,crop_rotation,rotation_seq,crop_seq,straw_biomass_kgha,straw_returned,silage_yld_kgha,root_biomass_kgha,biomass_returned_kgha,soc_tha,bd_gcm3,soil_depth_min_cm,soil_depth_max_cm,N_fertilizer_kgha,N_fertilizer_kgha_2,N_fertilizer_kgha_3,P_fertilizer_kgha,P_fertilizer_kgha_2,P_fertilizer_kgha_3,K_fertilizer_kgha,K_fertilizer_kgha_2,S_fertilizer_kgha,S_fertilizer_kgha_2,manure_kgha,residue_estimation_methodology,soil_total_carbon_conc_gkg,soil_total_carbon_px,soil_total_carbon2_px,soil_organic_matter_kgha,organic_matter_px,crop_residue_avg_kgha,crop_residue_kgha,above_ground_residue_kgha,roots_residue_kgha,root_exudates_kgha,reference,flag,theme,TrtID,simple_trt_name,r_c,tillage_soil,tillage_type,irrigation_region,irrigation,cinput_lignin_px,cinput_n_px,Location,POLYID,ECO_ID,SL,PROVINCE,PCPTREGION
E6,Swift Current Old,50.25,-107.8,10,Saskatchewan,Brown Chernozem,Orthic,NA,33,27,NA,NA,NA,Field 1,NA,NA,CONT W IF WEEDY,1,12,1976,1967,1978,CT,NA,1699.333333,NA,NA,WHT,WHT,WHTDUR,CONT_WHT,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,7.5,29.22416667,NA,NA,22.05333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Need soil texture,cpr,E6_T17_CT,T17,NA,Brown,Intensive Tillage,Canada,0,10,10,6,825005,825,825005,SK,SK_1
E6,Swift Current Old,50.25,-107.8,10,Saskatchewan,Brown Chernozem,Orthic,NA,33,27,NA,NA,NA,Field 1,NA,NA,CONT W IF WEEDY,1,12,1976,1967,1978,CT,NA,1699.333333,NA,NA,WHT,WHT,WHTDUR,CONT_WHT,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,7.5,29.22416667,NA,NA,22.05333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Need soil texture,cpr,E6_T17_CT,T17,NA,Brown,Intensive Tillage,Canada,0,10,10,7,825005,825,825005,SK,SK_1
E6,Swift Current Old,50.25,-107.8,10,Saskatchewan,Brown Chernozem,Orthic,NA,33,27,NA,NA,NA,Field 1,NA,NA,CONT W IF WEEDY,1,12,1976,1967,1978,CT,NA,1699.333333,NA,NA,WHT,WHT,WHTDUR,CONT_WHT,NA,NA,NA,NA,NA,NA,NA,36,1.2,0,15,29.22416667,NA,NA,22.05333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Need soil texture,cpr,E6_T17_CT,T17,NA,Brown,Intensive Tillage,Canada,0,10,10,6,825005,825,825005,SK,SK_1
E6,Swift Current Old,50.25,-107.8,10,Saskatchewan,Brown Chernozem,Orthic,NA,33,27,NA,NA,NA,Field 1,NA,NA,CONT W IF WEEDY,1,12,1976,1967,1978,CT,NA,1699.333333,NA,NA,WHT,WHT,WHTDUR,CONT_WHT,NA,NA,NA,NA,NA,NA,NA,36,1.2,0,15,29.22416667,NA,NA,22.05333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Need soil texture,cpr,E6_T17_CT,T17,NA,Brown,Intensive Tillage,Canada,0,10,10,7,825005,825,825005,SK,SK_1
E6,Swift Current Old,50.25,-107.8,10,Saskatchewan,Brown Chernozem,Orthic,NA,33,27,NA,NA,NA,Field 1,NA,NA,CONT W IF WEEDY,1,12,1976,1967,1978,CT,NA,1699.333333,NA,NA,WHT,WHT,WHTDUR,CONT_WHT,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.5,15,29.22416667,NA,NA,22.05333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Need soil texture,cpr,E6_T17_CT,T17,NA,Brown,Intensive Tillage,Canada,0,10,10,6,825005,825,825005,SK,SK_1
E6,Swift Current Old,50.25,-107.8,10,Saskatchewan,Brown Chernozem,Orthic,NA,33,27,NA,NA,NA,Field 1,NA,NA,CONT W IF WEEDY,1,12,1976,1967,1978,CT,NA,1699.333333,NA,NA,WHT,WHT,WHTDUR,CONT_WHT,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.5,15,29.22416667,NA,NA,22.05333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Need soil texture,cpr,E6_T17_CT,T17,NA,Brown,Intensive Tillage,Canada,0,10,10,7,825005,825,825005,SK,SK_1
E6,Swift Current Old,50.25,-107.8,10,Saskatchewan,Brown Chernozem,Orthic,NA,33,27,NA,NA,NA,Field 1,NA,NA,CONT W IF WEEDY,1,12,1976,1967,1978,CT,NA,1699.333333,NA,NA,WHT,WHT,WHTDUR,CONT_WHT,NA,NA,NA,NA,NA,NA,NA,18.54,1.22,15,30,29.22416667,NA,NA,22.05333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Need soil texture,cpr,E6_T17_CT,T17,NA,Brown,Intensive Tillage,Canada,0,10,10,6,825005,825,825005,SK,SK_1
E6,Swift Current Old,50.25,-107.8,10,Saskatchewan,Brown Chernozem,Orthic,NA,33,27,NA,NA,NA,Field 1,NA,NA,CONT W IF WEEDY,1,12,1976,1967,1978,CT,NA,1699.333333,NA,NA,WHT,WHT,WHTDUR,CONT_WHT,NA,NA,NA,NA,NA,NA,NA,18.54,1.22,15,30,29.22416667,NA,NA,22.05333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Need soil texture,cpr,E6_T17_CT,T17,NA,Brown,Intensive Tillage,Canada,0,10,10,7,825005,825,825005,SK,SK_1
