Exp_ID,location_name,latitude,longitude,ecozone,province,soil_great_group,soil_sub_group,soil_texture,sand_px,clay_px,silt_px,initial_soc_tha,initial_soc_year,block,treatment_number,replication_number,duration,year_name,start_year,end_year,tillage,STIR_rating,crop_rotation,rotation_seq,crop_seq,straw_returned,biomass_returned_kgha,soc_tha,bd_gcm3,soil_depth_min_cm,soil_depth_max_cm,manure_kgha,residue_estimation_methodology,soil_total_carbon_conc_gkg,soil_total_carbon_px,soil_total_carbon2_px,soil_organic_matter_kgha,organic_matter_px,reference,flag,theme,simple_trt_name,crop_rotation_code,TrtID,r_c,tillage_soil,tillage_type,irrigation_region,irrigation,cinput_lignin_px,cinput_n_px,Location,POLYID,ECO_ID,SL,PROVINCE,PCPTREGION,crop,ICASA_code,AAFC_code,grain_yield_kgha,crop_residue_kgha,hay_yield_kgha,hay_residue_kgha,root_biomass_kgha,straw_biomass_kgha,silage_yld_kgha,crop_residue_avg_kgha,above_ground_residue_kgha,roots_residue_kgha,root_exudates_kgha,N_fertilizer_kgha,N_fertilizer_kgha_2,N_fertilizer_kgha_3,P_fertilizer_kgha,P_fertilizer_kgha_2,P_fertilizer_kgha_3,K_fertilizer_kgha,K_fertilizer_kgha_2,S_fertilizer_kgha,S_fertilizer_kgha_2
E53,"Swift Current, Saskatchewan",50.26666667,-107.7333333,10,Saskatchewan,Brown Chernozem,Orthic,Medium,33,28,NA,NA,NA,NA,NA,NA,23,2004,1982,2004,NT,NA,FAL_WHT,NA,NA,NA,NA,34.2,NA,0,15,NA,NA,NA,NA,NA,NA,NA,VandenBygaart et al. 2010,Originates from census,til,NA,CR2,E53_NT_CR2,NA,Brown,Intensive Tillage,Canada,0,10,10,NA,NA,NA,NA,NA,NA,FAL,FAL,SUMMRF,1900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
E53,"Swift Current, Saskatchewan",50.26666667,-107.7333333,10,Saskatchewan,Brown Chernozem,Orthic,Medium,33,28,NA,NA,NA,NA,NA,NA,23,2004,1982,2004,NT,NA,FAL_WHT,NA,NA,NA,NA,34.2,NA,0,15,NA,NA,NA,NA,NA,NA,NA,VandenBygaart et al. 2010,NA,til,NA,CR2,E53_NT_CR2,NA,Brown,Intensive Tillage,Canada,0,10,10,NA,NA,NA,NA,NA,NA,FAL,FAL,SUMMRF,1200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
