params,totsi,totsi_lci,totsi_uci,singsi,singsi_lci,singsi_uci,driver,value,gsa_sample_n
f1,0.762352196043333,0.4372352517779874,0.9888410613200868,0.7196130119106809,0.6146401521741859,0.8866455478717318,location_name,"Ellerslie,Harrow",100
f2,0.005341334940678731,0.0028591768289508625,0.007363564683068606,0.09802794327881573,-0.13386409515793757,0.5211246981862631,location_name,"Ellerslie,Harrow",100
f3,0.026494911681196096,0.007994993286186546,0.03548567050452756,0.09505154021823198,-0.14554433753931356,0.5353071291855048,location_name,"Ellerslie,Harrow",100
f5,5.476141317356317e-4,2.171647176208867e-4,7.978348321792772e-4,0.07812645807376326,-0.143002497394289,0.5004148606907519,location_name,"Ellerslie,Harrow",100
f6,0.018468460438167574,0.012264135129970741,0.02370542399174154,0.0733479205765125,-0.15374651709943146,0.4763161238261189,location_name,"Ellerslie,Harrow",100
f7,0.0010552418131127052,5.284203622721521e-4,0.0013669798326202366,0.08700816768935332,-0.13588111547380316,0.5112259326813724,location_name,"Ellerslie,Harrow",100
f8,5.4886946258753567e-5,2.5653323943558562e-5,7.344032028045013e-5,0.07585420411912613,-0.15029526009347216,0.5026123284285176,location_name,"Ellerslie,Harrow",100
k10,0,0,0,0.07757919793064491,-0.1472486874760342,0.5030322839074186,location_name,"Ellerslie,Harrow",100
k20,0,0,0,0.07757919793064491,-0.1472486874760342,0.5030322839074186,location_name,"Ellerslie,Harrow",100
k30,9.192330744718443e-5,3.196472714455566e-5,1.2447319415102468e-4,0.07672068811783098,-0.14960892664492909,0.5032440842340585,location_name,"Ellerslie,Harrow",100
k40,0.051535406563464455,0.020558297926030908,0.07040049453416539,0.0591371745774469,-0.1980585122808797,0.474859628030623,location_name,"Ellerslie,Harrow",100
k50,7.522059123364385e-6,2.137105092274796e-6,1.087292542080953e-5,0.0771963573006621,-0.14757811709937535,0.5022337477506313,location_name,"Ellerslie,Harrow",100
plig,0,0,0,0.07757919793064491,-0.1472486874760342,0.5030322839074186,location_name,"Ellerslie,Harrow",100
tillfac_FT,0.02833305289550252,0.01144688974608158,0.03946607283702122,0.12262220131564666,-0.1092760667065738,0.4976580353973679,location_name,"Ellerslie,Harrow",100
tillfac_RT,0,0,0,0.07757919793064491,-0.1472486874760342,0.5030322839074186,location_name,"Ellerslie,Harrow",100
tmax,0.07155133343570902,0.02767318755511812,0.10159959550334599,0.16702465687127277,-0.08578044773727272,0.6090321924191096,location_name,"Ellerslie,Harrow",100
topt,0.06636163676299155,0.02637284268246598,0.09082335481103386,0.023604837720318586,-0.2361529888368161,0.46962858414613873,location_name,"Ellerslie,Harrow",100
wfac_irri,0,0,0,0.07757919793064491,-0.1472486874760342,0.5030322839074186,location_name,"Ellerslie,Harrow",100
