Exp_ID,location_name,experiment_name,team_name,latitude,longitude,ecozone,province,soil_texture,sand_px,clay_px,silt_px,initial_soc_tha,initial_soc_year,plot_id,block,treatment_number,treatment_name,replication_number,year_name,tillage,STIR_rating,grain_yield_kgha,hay_yield_kgha,total_yield,crop,perennial,ICASA_code,AAFC_code,crop_rotation,rotation_seq,crop_seq,straw_biomass_kgha,straw_returned,silage_yld_kgha,root_biomass_kgha,biomass_returned_kgha,soc_tha_30cm,soc_tha,bd_gcm3,soil_depth_min_cm,soil_depth_max_cm,N_fertilizer_kgha,N_fertilizer_kgha_2,N_fertilizer_kgha_3,P_fertilizer_kgha,P_fertilizer_kgha_2,P_fertilizer_kgha_3,K_fertilizer_kgha,K_fertilizer_kgha_2,S_fertilizer_kgha,S_fertilizer_kgha_2,manure_kgha,residue_estimation_methodology,soil_total_carbon_conc_gkg,soil_total_carbon_px,soil_total_carbon2_px,soil_organic_matter_kgha,organic_matter_px,r_c,tillage_soil,tillage_type,irrigation_region,irrigation,crop_residue_avg_kgha,crop_residue_kgha,hay_residue_kgha,above_ground_residue_kgha,roots_residue_kgha,root_exudates_kgha,cinput_lignin_px,cinput_n_px,reference,flag,Location,POLYID,ECO_ID,...78,SL,PROVINCE,PCPTREGION
2,Harrow,Experiment 1,A,42.166667,-82.666667,8,Ontario,Medium,28,37,35,88.7,2004,NA,NA,F4,2 IP,3,2004,CT,NA,6774.697863,NA,6774.697863,CRN,FALSE,MAZ,CORNGR,CRN-SBN,NA,NA,5234.85,NA,NA,NA,NA,88.7,88.7,NA,0,30,0,NA,NA,100,NA,NA,0,NA,NA,NA,0,est_equation,NA,10,NA,NA,NA,NA,Brown,Intensive Tillage,Canada,0,5958.304667,5234.85,NA,NA,NA,NA,10,10,Angers. et al. 1997,reference uncertain,2,570007,570,NA,570007,ON,ON_1
2,Harrow,Experiment 1,A,42.166667,-82.666667,8,Ontario,Medium,28,37,35,88.7,2004,NA,NA,F4,2 IP,3,2005,CT,NA,3171.555556,NA,3171.555556,SBN,FALSE,SBN,SOYBNS,CRN-SBN,NA,NA,3127.3025,NA,NA,NA,NA,NA,NA,NA,0,30,0,NA,NA,100,NA,NA,0,NA,NA,NA,0,est_equation,NA,10,NA,NA,NA,NA,Brown,Intensive Tillage,Canada,0,3170.015,3127.3025,NA,NA,NA,NA,10,10,Angers. et al. 1997,reference uncertain,2,570007,570,NA,570007,ON,ON_1
2,Harrow,Experiment 1,A,42.166667,-82.666667,8,Ontario,Medium,28,37,35,88.7,2004,NA,NA,F4,2 IP,3,2006,CT,NA,8248.483867,NA,8248.483867,CRN,FALSE,MAZ,CORNGR,CRN-SBN,NA,NA,6918.690824,NA,NA,NA,NA,NA,NA,NA,0,30,0,NA,NA,100,NA,NA,0,NA,NA,NA,0,est_equation,NA,10,NA,NA,NA,NA,Brown,Intensive Tillage,Canada,0,6506.905087,6918.690824,NA,NA,NA,NA,10,10,Angers. et al. 1997,reference uncertain,2,570007,570,NA,570007,ON,ON_1
2,Harrow,Experiment 1,A,42.166667,-82.666667,8,Ontario,Medium,28,37,35,88.7,2004,NA,NA,F4,2 IP,3,2007,CT,NA,3112.975844,NA,3112.975844,SBN,FALSE,SBN,SOYBNS,CRN-SBN,NA,NA,3152.415,NA,NA,NA,NA,NA,NA,NA,0,30,0,NA,NA,100,NA,NA,0,NA,NA,NA,0,est_equation,NA,10,NA,NA,NA,NA,Brown,Intensive Tillage,Canada,0,3568.48625,3152.415,NA,NA,NA,NA,10,10,Angers. et al. 1997,reference uncertain,2,570007,570,NA,570007,ON,ON_1
2,Harrow,Experiment 1,A,42.166667,-82.666667,8,Ontario,Medium,28,37,35,88.7,2004,NA,NA,F4,2 IP,3,2008,CT,NA,6551.689934,NA,6551.689934,CRN,FALSE,MAZ,CORNGR,CRN-SBN,NA,NA,6317.53868,NA,NA,NA,NA,NA,NA,NA,0,30,0,NA,NA,100,NA,NA,0,NA,NA,NA,0,est_equation,NA,10,NA,NA,NA,NA,Brown,Intensive Tillage,Canada,0,7171.327543,6317.53868,NA,NA,NA,NA,10,10,Angers. et al. 1997,reference uncertain,2,570007,570,NA,570007,ON,ON_1
2,Harrow,Experiment 1,A,42.166667,-82.666667,8,Ontario,Medium,28,37,35,88.7,2004,NA,NA,F4,2 IP,3,2009,CT,NA,3349.148911,NA,3349.148911,SBN,FALSE,SBN,SOYBNS,CRN-SBN,NA,NA,3406.933333,NA,NA,NA,NA,79.7059428,79.7059428,NA,0,30,0,NA,NA,100,NA,NA,0,NA,NA,NA,0,est_equation,NA,10,NA,NA,NA,NA,Brown,Intensive Tillage,Canada,0,3672.466667,3406.933333,NA,NA,NA,NA,10,10,Angers. et al. 1997,reference uncertain,2,570007,570,NA,570007,ON,ON_1
2,Harrow,Experiment 1,A,42.166667,-82.666667,8,Ontario,Medium,28,37,35,88.7,2004,NA,NA,F4,2 IP,3,2010,CT,NA,6735.788032,NA,6735.788032,CRN,FALSE,MAZ,CORNGR,CRN-SBN,NA,NA,6447.429405,NA,NA,NA,NA,NA,NA,NA,0,30,0,NA,NA,100,NA,NA,0,NA,NA,NA,0,est_equation,NA,10,NA,NA,NA,NA,Brown,Intensive Tillage,Canada,0,6163.652979,6447.429405,NA,NA,NA,NA,10,10,Angers. et al. 1997,reference uncertain,2,570007,570,NA,570007,ON,ON_1
2,Harrow,Experiment 1,A,42.166667,-82.666667,8,Ontario,Medium,28,37,35,88.7,2004,NA,NA,F4,2 IP,3,2011,CT,NA,3634.60802,NA,3634.60802,SBN,FALSE,SBN,SOYBNS,CRN-SBN,NA,NA,3898.806484,NA,NA,NA,NA,NA,NA,NA,0,30,0,NA,NA,100,NA,NA,0,NA,NA,NA,0,est_equation,NA,10,NA,NA,NA,NA,Brown,Intensive Tillage,Canada,0,4001.875742,3898.806484,NA,NA,NA,NA,10,10,Angers. et al. 1997,reference uncertain,2,570007,570,NA,570007,ON,ON_1
2,Harrow,Experiment 1,A,42.166667,-82.666667,8,Ontario,Medium,28,37,35,88.7,2004,NA,NA,F4,2 IP,3,2012,CT,NA,10883.00765,NA,10883.00765,CRN,FALSE,MAZ,CORNGR,CRN-SBN,NA,NA,10047.83592,NA,NA,NA,NA,NA,NA,NA,0,30,0,NA,NA,100,NA,NA,0,NA,NA,NA,0,est_equation,NA,10,NA,NA,NA,NA,Brown,Intensive Tillage,Canada,0,10933.05385,10047.83592,NA,NA,NA,NA,10,10,Angers. et al. 1997,reference uncertain,2,570007,570,NA,570007,ON,ON_1
2,Harrow,Experiment 1,A,42.166667,-82.666667,8,Ontario,Medium,28,37,35,88.7,2004,NA,NA,F4,2 IP,3,2013,CT,NA,3514.524053,NA,3514.524053,SBN,FALSE,SBN,SOYBNS,CRN-SBN,NA,NA,7315.94365,NA,NA,NA,NA,NA,NA,NA,0,30,0,NA,NA,100,NA,NA,0,NA,NA,NA,0,est_equation,NA,10,NA,NA,NA,NA,Brown,Intensive Tillage,Canada,0,6612.941206,7315.94365,NA,NA,NA,NA,10,10,Angers. et al. 1997,reference uncertain,2,570007,570,NA,570007,ON,ON_1
