POLYID,Year,Month,meanTmax,meanTmin,meanTmean,meanWindSpeed,meanRad,meanRH,sumPrecip,sumRain,sumSnow,sumRad,maxTmax,maxDailyPrecip,maxDailyRain,maxDailySnow,maxDailyWindSpeed,minTmin
425023,1981,1,-13.27,-24.41,-18.84,1.14,5.77,98.4,29.1,0,29.1,178.79,0.45,9.94,0,9.94,1.91,-47.1
425023,1981,2,0.26,-8.51,-4.12,1.68,9.42,95.62,111.77,57.12,54.65,263.87,13.89,27.6,22.95,27.6,3.45,-29.79
425023,1981,3,3.12,-5.71,-1.3,1.23,13.75,83.27,44.23,25.02,19.21,426.17,15.46,16.74,16.74,4.3,2.48,-13.28
425023,1981,4,11.77,-0.36,5.7,0.91,17.27,77.42,81.49,81.49,0,518.14,18.4,21.35,21.35,0,1.74,-6.67
425023,1981,5,18.03,5.91,11.97,0.36,19.19,77.74,116.14,116.14,0,594.9,25.59,23.96,23.96,0,0.53,-2.24
425023,1981,6,22.44,11.56,17,0.34,20.86,80.63,118.03,118.03,0,625.8,29.05,35.64,35.64,0,0.62,4.59
425023,1981,7,24.96,14.79,19.87,0.32,20.63,80.63,71.89,71.89,0,639.62,29.86,18.06,18.06,0,0.47,8.94
425023,1981,8,23.48,12.93,18.21,0.29,18.22,81.44,138.43,138.43,0,564.76,26.68,39.59,39.59,0,0.44,6.83
425023,1981,9,18.05,8.73,13.39,0.33,13.61,82.19,143.91,143.91,0,408.37,24.87,41.5,41.5,0,0.49,-0.73
425023,1981,10,9.39,0,4.69,0.33,8.79,84.41,111.58,111.58,0,272.63,16.23,28.29,28.29,0,0.59,-5.11
425023,1981,11,3.46,-3.68,-0.11,0.45,5.58,88.89,65.11,30.61,34.5,167.48,13.43,17.77,17.77,7.19,0.76,-9.28
425023,1981,12,-3.44,-9.95,-6.69,0.77,4.42,93.95,42.92,1.15,41.77,137.03,4.01,12.65,1.15,12.65,1.28,-23.21
570007,1981,1,-3.86,-10.08,-6.97,4.06,6.16,91.6,19.71,0,19.71,190.94,5.11,6.86,0,6.86,7.45,-20.74
570007,1981,2,1.43,-6.73,-2.65,4.76,9.35,87.2,75.46,28.11,47.35,261.68,12.26,24.64,9.67,24.64,7.48,-17.92
570007,1981,3,5.75,-3.05,1.35,4.06,13.01,74.27,26.01,18.67,7.34,403.35,17.93,7.66,7.66,2.11,6.92,-8.31
570007,1981,4,13.69,2.53,8.11,4.58,17.23,72.32,111.4,111.4,0,516.75,20.53,26.1,26.1,0,8.43,-3.89
570007,1981,5,17.64,7.35,12.49,3.3,20.01,73.13,68.29,68.29,0,620.19,24.63,22.71,22.71,0,7.25,1.08
570007,1981,6,23.75,14.4,19.08,3.33,22.07,75.98,85.64,85.64,0,662.12,28.47,28.09,28.09,0,4.84,7.79
570007,1981,7,26.2,17.04,21.62,2.43,21.97,72.5,92.63,92.63,0,681.18,30.62,33.85,33.85,0,3.85,11.94
570007,1981,8,25.25,16.26,20.75,2.59,18.76,76.05,101.34,101.34,0,581.48,28.93,32.6,32.6,0,4.33,10.3
570007,1981,9,19.95,11.99,15.97,3.23,15.06,79.31,177.1,177.1,0,451.72,26.67,54.17,54.17,0,6.1,5.55
570007,1981,10,12.69,4.6,8.64,3.84,10.17,80.18,106.51,106.51,0,315.38,19.27,31.35,31.35,0,8.53,-3.35
570007,1981,11,8.34,0.68,4.51,3.41,6.29,80.66,38.22,36.62,1.6,188.57,17.66,15.13,15.13,1.6,7.11,-3.99
570007,1981,12,0.16,-4.95,-2.39,4.24,5.18,86.24,57.54,15.54,42,160.67,7.77,15.28,6.96,15.28,7.61,-10.63
692009,1981,1,-1.01,-7.93,-4.47,2.7,3.59,91.59,8.04,0,8.04,111.37,5.88,4.18,0,4.18,5.51,-13.2
692009,1981,2,-1.21,-10.54,-5.88,3.32,7.15,83.81,16.72,0,16.72,200.11,7.37,7.39,0,7.39,6.23,-27.1
692009,1981,3,5.86,-4.66,0.6,2.77,12.66,76.87,34.51,22.45,12.06,392.53,13.61,14.15,14.15,3.09,5.4,-15.63
692009,1981,4,9.73,-2.21,3.76,3.03,17.11,67.47,21.89,13.22,8.67,513.43,20.74,8.67,3.31,8.67,6.48,-10.2
692009,1981,5,15.48,4.49,9.98,2.81,19.89,72.71,97.57,97.57,0,616.64,22.33,34.2,34.2,0,4.99,-2.13
692009,1981,6,16.85,5.85,11.35,2.11,21.43,70.43,66.43,66.43,0,642.98,23.58,22.9,22.9,0,3.77,2.86
692009,1981,7,20.92,9.95,15.43,2.19,21.34,73.5,136.88,136.88,0,661.57,26.39,40.32,40.32,0,4.73,4.74
692009,1981,8,24.55,11.66,18.1,2.06,17.55,65.94,32.14,32.14,0,544.03,30.73,13.47,13.47,0,4.21,4.48
692009,1981,9,18.41,5.58,12,2.23,12.58,67.38,41.07,41.07,0,377.53,31.52,17.3,17.3,0,5.01,-0.67
692009,1981,10,8.98,-1.15,3.92,2.28,7.6,78.54,39.29,39.29,0,235.45,18.63,15.83,15.83,0,4.21,-6.1
692009,1981,11,3.63,-4.34,-0.35,2,4.17,84.43,9.24,1.21,8.03,125.23,12.44,4.53,0.63,4.53,3.18,-11.03
692009,1981,12,-6.6,-13.88,-10.24,2.66,2.59,86.33,19.88,0,19.88,80.16,2.47,7.62,0,7.62,5.69,-31.2
727006,1981,1,-2.62,-9.43,-6.03,2.93,3.65,94.24,14.89,0,14.89,113.3,3.5,6.68,0,6.68,5.35,-16.27
727006,1981,2,-2.3,-11.82,-7.06,3.56,7.38,86.13,11.46,0.82,10.64,206.66,7.72,5.34,0.82,5.34,6.22,-29.85
727006,1981,3,6.27,-4.65,0.81,2.89,12.89,75.4,28.16,19.46,8.7,399.74,14.19,12.17,12.17,4.23,5.45,-15.89
727006,1981,4,9.92,-1.81,4.05,3.33,17.23,65.72,25.51,22.66,2.85,516.9,20.65,11.34,11.34,2.85,7.26,-10.77
727006,1981,5,16.83,5.14,10.99,3.02,20.32,67.67,70.73,70.73,0,629.89,24.2,24.06,24.06,0,5.17,-1.27
727006,1981,6,17.97,6.58,12.28,2.38,21.77,67.17,57.97,57.97,0,653.04,24.07,18.69,18.69,0,4.48,2.82
727006,1981,7,21.83,10.77,16.3,2.26,21.72,70.85,111.4,111.4,0,673.37,27.23,34.06,34.06,0,5.42,5.81
727006,1981,8,25.3,12.42,18.86,2.19,17.81,63.14,35.84,35.84,0,552.26,31.26,15.6,15.6,0,4.19,5.77
727006,1981,9,18.71,6.17,12.44,2.42,12.61,66.82,37.28,37.28,0,378.25,32.04,19.58,19.58,0,4.84,-0.67
727006,1981,10,8.46,-1.41,3.53,2.67,7.6,77.91,39.76,35.23,4.53,235.48,17.22,20.67,20.67,2.97,4.76,-6.56
727006,1981,11,2.94,-4.04,-0.55,2.31,4.15,86.07,12.7,1.96,10.74,124.37,12.02,6.85,1.21,6.85,4.15,-10.4
727006,1981,12,-8.27,-15.77,-12.02,2.87,2.56,91.52,20.7,0,20.7,79.5,2.15,8.7,0,8.7,6.22,-32.56
767001,1981,1,-5.44,-12.63,-9.04,3.23,4.05,95.34,25,0,25,125.42,0.55,9.7,0,9.7,5.51,-21.92
767001,1981,2,-5.17,-13.83,-9.5,3.63,7.94,90.98,5.79,0,5.79,222.38,5.51,3.02,0,3.02,6.73,-33.46
767001,1981,3,6.11,-4.49,0.81,3.23,13.35,68.56,19.11,12.41,6.7,413.93,15.82,9.02,9.02,2.74,5.75,-15.72
767001,1981,4,10.92,-1.64,4.64,3.51,17.53,63.27,36.2,17.05,19.15,525.81,20.76,15.56,6.47,15.56,9.2,-7.78
767001,1981,5,18.49,5.46,11.97,3.5,20.59,55.77,36.51,36.51,0,638.19,24.99,14.75,14.75,0,7.38,-1.77
767001,1981,6,20.04,7.94,13.99,2.99,21.7,58.05,63.76,63.76,0,650.99,26.89,26.67,26.67,0,5.49,3.09
767001,1981,7,23.58,12.26,17.92,2.39,22.23,63.64,105.32,105.32,0,689.05,30.33,37.71,37.71,0,6.45,6.25
767001,1981,8,27.29,14.05,20.67,2.59,18.12,54.11,12.05,12.05,0,561.79,31.69,6.27,6.27,0,4.7,4.66
767001,1981,9,20.1,6.94,13.52,2.85,12.89,54.7,20.7,20.7,0,386.56,31.94,12.46,12.46,0,5.19,0.36
767001,1981,10,8.45,-1.02,3.72,3.41,8.16,71,19.83,15.61,4.22,252.82,18.92,9.39,9.39,3.16,5.68,-6.71
767001,1981,11,3.22,-4.07,-0.43,2.97,4.45,83.81,10.67,0,10.67,133.37,12.07,4.5,0,4.5,5.2,-10.86
767001,1981,12,-9.45,-17.11,-13.28,3.5,3,93.6,21.66,0,21.66,92.95,1.94,7.03,0,7.03,7.12,-32.98
793011,1981,1,2.21,-6.22,-2.01,2.55,4.79,83.79,16.03,0,16.03,148.51,9.63,10.11,0,10.11,5.02,-12.17
793011,1981,2,2.19,-8.23,-3.02,3.68,8.52,76.67,10.55,0.76,9.79,238.49,11.43,4.81,0.76,4.81,6.09,-28.81
793011,1981,3,9.19,-3.24,2.98,2.98,13.36,69.43,49.19,30.75,18.44,414.08,16.82,17.47,17.47,16.64,8.1,-10.14
793011,1981,4,13.44,-0.53,6.45,3.97,18.15,55.98,12.01,9.95,2.06,544.62,22.77,6.62,6.62,1.13,7.27,-6.82
793011,1981,5,17.77,6.04,11.9,3,21.61,64.46,140.15,140.15,0,669.77,25.59,35.36,35.36,0,6.54,0.68
793011,1981,6,20.09,7.5,13.79,3.26,23.59,60.67,90.44,90.44,0,707.84,28.67,36.02,36.02,0,4.74,3.77
793011,1981,7,24.67,11.64,18.16,2.76,24.54,60.52,47.8,47.8,0,760.8,31.23,18.22,18.22,0,6.05,7.55
793011,1981,8,28.68,13.79,21.23,2,20.09,51.41,18.43,18.43,0,622.85,33.55,9.39,9.39,0,3.97,6.91
793011,1981,9,21.53,7.91,14.72,2.6,14.57,52.17,12.62,12.62,0,437.01,33.09,8.2,8.2,0,4.91,-0.42
793011,1981,10,11.86,0.51,6.18,3.03,9.46,65.44,20.4,20.4,0,293.26,20.12,13.34,13.34,0,6.38,-4.56
793011,1981,11,7.24,-2.47,2.38,3.27,5.5,73.53,10.8,1.91,8.89,164.95,18.73,6.19,1.03,6.19,6.04,-10.2
793011,1981,12,-2.36,-9.62,-5.99,3.1,3.96,76.19,8.55,2.02,6.53,122.66,5.25,3.92,0.8,3.92,7.77,-21.6
825005,1981,1,-1.26,-8.89,-5.07,3.26,4.65,88.94,14.9,0,14.9,144.29,7.08,7.24,0,7.24,5.37,-14.13
825005,1981,2,-0.74,-10.21,-5.47,4.1,8.43,79.04,6.74,0,6.74,236.03,10.16,3.58,0,3.58,6.66,-30.13
825005,1981,3,9.08,-3.27,2.9,2.91,13.24,62.39,14.9,11.32,3.58,410.47,16.91,7.83,7.83,2.39,5.62,-11.85
825005,1981,4,13.59,-0.19,6.7,3.9,17.92,52.76,23.84,23.84,0,537.49,22.69,12.16,12.16,0,9.21,-7.85
825005,1981,5,19.8,6.6,13.2,4.17,20.72,52.89,32.76,32.76,0,642.24,26.87,13.66,13.66,0,8.34,-0.95
825005,1981,6,20.64,8.55,14.59,3.17,22.04,57.54,104.05,104.05,0,661.17,31.65,30.62,30.62,0,6.16,3.63
825005,1981,7,26.65,13.59,20.12,2.88,23.32,53.99,90.44,90.44,0,723.07,35.6,32.91,32.91,0,6.22,8.82
825005,1981,8,28.47,14.66,21.57,2.59,19.04,50.88,32.59,32.59,0,590.31,33.63,16.02,16.02,0,4.76,5.08
825005,1981,9,22.22,8.31,15.27,3.18,13.75,48.2,15.36,15.36,0,412.59,32.96,10.04,10.04,0,5.45,1.07
825005,1981,10,10.11,-0.28,4.91,3.62,8.68,69.91,44.17,44.17,0,269.22,21.79,20.24,20.24,0,6.29,-6.81
825005,1981,11,5.94,-3.03,1.45,3.16,5.06,76.7,18.64,2.39,16.25,151.72,17.69,9.27,2.39,9.27,4.84,-10.97
825005,1981,12,-4.58,-11.63,-8.1,3.56,3.61,83.89,11.95,0.97,10.98,112.05,4.87,5.24,0.97,5.24,7.3,-25.86
828001,1981,1,2.21,-6.22,-2.01,2.55,4.79,83.79,16.03,0,16.03,148.51,9.63,9.64,0,9.64,5.02,-12.17
828001,1981,2,2.19,-8.23,-3.02,3.68,8.52,76.67,10.55,0.82,9.73,238.49,11.43,4.96,0.82,4.96,6.09,-28.81
828001,1981,3,9.19,-3.24,2.98,2.98,13.36,69.43,49.19,32.1,17.09,414.08,16.82,18.22,18.22,17.09,8.1,-10.14
828001,1981,4,13.44,-0.53,6.45,3.97,18.15,55.98,12,9.62,2.38,544.62,22.77,6.53,6.53,1.31,7.27,-6.82
