POLYID,Year,Month,meanTmax,meanTmin,meanTmean,meanWindSpeed,meanRad,meanRH,sumPrecip,sumRain,sumSnow,sumRad,maxTmax,maxDailyPrecip,maxDailyRain,maxDailySnow,maxDailyWindSpeed,minTmin
425023,2017,1,-4.3,-12.81,-8.56,1.32,4.88,97.12,64.71,0,64.71,151.3,0.79,18.8,0,18.8,2.69,-28.7
425023,2017,2,-3.34,-12.49,-7.92,1.69,7.82,95.37,87.39,25.74,61.65,218.93,6.79,25.74,25.74,11.5,3.27,-22.79
425023,2017,3,-1.74,-11.3,-6.52,1.53,13.23,85.01,91.69,56.2,35.49,410.03,7.3,25.12,25.12,10.55,3.45,-23.88
425023,2017,4,12.05,0.83,6.44,0.82,14.64,83.39,137.01,137.01,0,439.2,22.55,32.17,32.17,0,1.56,-3.74
425023,2017,5,16.39,6.67,11.53,0.39,16.82,82.94,172.5,172.5,0,521.45,27.44,38.57,38.57,0,0.66,-2.85
425023,2017,6,21.9,12.48,17.19,0.33,19.2,83.25,139.49,139.49,0,575.86,28.78,23.91,23.91,0,0.48,6.55
425023,2017,7,24.13,14.83,19.48,0.33,20.48,82.63,154.74,154.74,0,634.97,29.15,42.73,42.73,0,0.55,10.04
425023,2017,8,23.28,13.5,18.39,0.31,19.23,81.37,89,89,0,596.26,26.75,26.2,26.2,0,0.44,7.61
425023,2017,9,22.59,11.66,17.13,0.33,15.62,81.38,51.54,51.54,0,468.6,29.61,16.84,16.84,0,0.49,4.87
425023,2017,10,17.05,6.7,11.87,0.35,9.16,83.71,143.24,143.24,0,283.89,24.65,29.79,29.79,0,0.73,-0.67
425023,2017,11,3.93,-4.7,-0.39,0.46,5.19,83.76,86.87,63.86,23.01,155.66,12.87,22.84,22.84,8.65,0.86,-12.02
425023,2017,12,-6.68,-13.57,-10.13,0.81,4.07,90.27,52.92,15.16,37.76,126.13,8.2,13.66,13.66,6.5,1.38,-30.28
570007,2017,1,1.39,-4.45,-1.53,4.11,4.55,85.27,74.69,60.28,14.41,141.02,10.09,21.41,21.41,5.05,9.12,-12.03
570007,2017,2,5.44,-3.3,1.07,4.55,9.33,81.17,47.41,24,23.41,261.14,17.48,15.68,6.61,15.68,7.1,-11.6
570007,2017,3,5.11,-2.85,1.13,4.85,12.42,76.53,87.76,72.84,14.92,385,19.41,23.86,23.86,7.28,9.79,-9.04
570007,2017,4,15.58,5.1,10.34,4.24,16.54,76.53,92.66,92.66,0,496.28,23.23,20.6,20.6,0,6.86,-2.24
570007,2017,5,17.91,8.33,13.12,3.82,19.61,75.67,109.46,109.46,0,607.82,27.01,28.08,28.08,0,7.65,0.07
570007,2017,6,24.19,14.96,19.57,3.31,23.08,77.3,86.93,86.93,0,692.53,29.07,23.94,23.94,0,5.16,9.99
570007,2017,7,26.16,17.64,21.9,2.51,21.92,78.49,84.51,84.51,0,679.63,29.44,25.46,25.46,0,4.87,14.01
570007,2017,8,24.7,16.32,20.51,2.59,18.87,76.94,86.69,86.69,0,584.84,28.69,32.33,32.33,0,5.63,11.76
570007,2017,9,23.72,14.45,19.09,2.48,16.6,77.49,32.25,32.25,0,497.99,30.84,10.82,10.82,0,5.09,7.94
570007,2017,10,18.21,9.75,13.98,3.84,10.45,78.24,77.12,77.12,0,323.98,26.16,20.61,20.61,0,7.56,1.8
