POLYID,Year,Month,meanTmax,meanTmin,meanTmean,meanWindSpeed,meanRad,meanRH,sumPrecip,sumRain,sumSnow,sumRad,maxTmax,maxDailyPrecip,maxDailyRain,maxDailySnow,maxDailyWindSpeed,minTmin
425023,1990,1,-2.32,-12.59,-7.46,1.39,5.31,96.4,75.83,0,75.83,164.49,2.73,19.08,0,19.08,2.74,-29.49
425023,1990,2,-4.55,-15.44,-10,1.8,9.24,93.11,75.58,3.07,72.51,258.79,3.48,22.49,3.07,22.49,2.92,-32.96
425023,1990,3,2.02,-8.87,-3.42,1.3,13.53,87.84,41.82,35.06,6.76,419.3,18.16,14.44,14.44,6.76,2.7,-27.1
425023,1990,4,10.36,0.92,5.65,0.79,16.98,84.57,97.8,84.74,13.06,509.41,26.71,24.79,24.79,8.42,1.41,-6.58
425023,1990,5,15.94,4.87,10.41,0.42,18.17,78.32,70.2,70.2,0,563.17,23.51,19.76,19.76,0,0.67,-1.97
425023,1990,6,22.09,11.99,17.04,0.33,18.06,82.31,108.95,108.95,0,541.82,28.95,24.93,24.93,0,0.48,3.83
425023,1990,7,24.67,14.67,19.67,0.34,21.37,79.04,99.25,99.25,0,662.47,29.3,28.47,28.47,0,0.44,8.54
425023,1990,8,24.96,13.91,19.44,0.31,18.72,80.28,111.38,111.38,0,580.36,28.68,32.22,32.22,0,0.45,8.82
425023,1990,9,18.7,7.54,13.12,0.33,11.01,79.98,84.9,84.9,0,330.18,25.64,30.53,30.53,0,0.5,1.31
425023,1990,10,12.35,3.08,7.71,0.33,8.05,84.56,114.42,114.42,0,249.53,23.18,26.15,26.15,0,0.6,-5.6
425023,1990,11,4.65,-2.82,0.92,0.47,6.19,86.64,75.59,68.26,7.33,185.68,16.89,19.64,19.64,3.56,0.88,-8.34
425023,1990,12,-2.38,-11.99,-7.18,0.82,4.84,94.18,136.81,11.21,125.6,150.14,4.81,23.24,11.21,23.24,1.32,-24.95
570007,1990,1,2.57,-3.75,-0.59,5.07,5.88,84.67,30.1,12.51,17.59,182.3,9,10.34,3.22,10.34,8.91,-8.73
570007,1990,2,1.49,-6.03,-2.27,4.56,10.45,81.38,79.44,40.98,38.46,292.63,8.95,27.97,27.97,11.32,6.62,-15.33
570007,1990,3,6.97,-1.46,2.76,4,12.62,78.08,37.28,25.43,11.85,391.12,19.93,9.51,4.93,9.51,6.36,-10.92
570007,1990,4,13.03,2.48,7.76,3.82,17.72,75.32,44.79,44.79,0,531.53,25.3,15.84,15.84,0,6.5,-5.08
570007,1990,5,17.06,7.1,12.08,3.8,20.2,72.48,77.19,77.19,0,626.17,22.12,20.59,20.59,0,9.45,2.33
570007,1990,6,22.79,13.09,17.94,3.6,20.84,76.53,59.17,59.17,0,625.05,27.45,19.07,19.07,0,6.94,6.17
570007,1990,7,25.7,15.94,20.82,2.99,20.9,72.51,41.91,41.91,0,648.01,31.37,17.46,17.46,0,5.09,11.27
570007,1990,8,25.65,16.19,20.92,2.38,17.29,75.28,69.9,69.9,0,535.91,28.95,25.27,25.27,0,3.86,11.8
570007,1990,9,21.71,12,16.86,3.15,14.48,76.2,98.45,98.45,0,434.55,29.47,30.97,30.97,0,5.48,4.81
570007,1990,10,15.25,5.85,10.54,4.07,10.24,76.91,84.35,84.35,0,317.53,24.89,28.48,28.48,0,8.58,-1.52
570007,1990,11,9.6,1.12,5.36,4.49,6.26,81.03,60.92,60.92,0,187.76,19.09,20.28,20.28,0,7.2,-3.9
570007,1990,12,2.75,-3.95,-0.6,4.72,5.35,84.05,76.86,54.39,22.47,165.95,10.44,20.61,20.61,8.22,8.27,-13.92
692009,1990,1,-4.64,-13.29,-8.97,2.94,3.44,87.41,24.12,0,24.12,106.49,1.82,10.75,0,10.75,7.48,-36.36
692009,1990,2,-4.54,-16.42,-10.48,3.02,6.84,88.82,14.06,0,14.06,191.57,9.12,5.93,0,5.93,5.3,-35.06
692009,1990,3,5.86,-4.78,0.54,2.9,13.08,73.5,21.67,5.71,15.96,405.48,14.3,9.7,3.31,9.7,5.93,-17.41
692009,1990,4,9.18,-2.26,3.46,2.9,16.69,72.22,45.04,41.62,3.42,500.58,19.26,21.31,21.31,3.42,5.19,-8.77
692009,1990,5,14.7,2.94,8.82,2.61,19.16,71.93,62.43,62.43,0,593.92,22.62,23.32,23.32,0,4.89,-3.55
692009,1990,6,18.87,7.88,13.37,2.61,20.99,72.15,102.06,102.06,0,629.81,25.5,34.95,34.95,0,5.02,3.67
692009,1990,7,21.07,10.01,15.54,2.19,22.57,74.86,151.06,151.06,0,699.52,29.21,42.35,42.35,0,4.55,5.44
692009,1990,8,22.6,10.76,16.68,2.22,17.58,69.57,79.24,79.24,0,544.86,32.3,20.51,20.51,0,4.84,2.49
692009,1990,9,20.29,5.73,13.01,2.46,14.72,64.06,8.27,8.27,0,441.48,27.28,4.91,4.91,0,4.67,-0.28
692009,1990,10,7.82,-1.76,3.03,2.8,8.23,70.76,27.79,20.09,7.7,255.02,15.67,12.03,12.03,6.29,4.88,-7.32
692009,1990,11,-2.17,-10.42,-6.3,2.73,4.1,81.27,37.43,1.25,36.18,123.03,5.56,15.5,1.25,15.5,4.23,-24.54
692009,1990,12,-9.32,-20.39,-14.86,2.94,2.5,91.75,28.85,0,28.85,77.52,2.17,11.65,0,11.65,7.07,-40.42
727006,1990,1,-6.21,-14.22,-10.22,3.21,3.5,90.99,28.61,0,28.61,108.61,1.39,9.64,0,9.64,7.75,-39.02
727006,1990,2,-6.25,-17.69,-11.97,3.53,7.14,91.15,16.73,0,16.73,199.81,4.86,7.6,0,7.6,6.36,-35.47
727006,1990,3,5.63,-4.94,0.34,3.16,13.3,74.65,19.97,3.92,16.05,412.45,14.27,10.25,1.92,10.25,6.34,-17.14
727006,1990,4,9.34,-2.21,3.56,3.17,16.39,70.03,51.34,35.28,16.06,491.71,19.14,24.98,24.98,10.42,5.45,-9.01
727006,1990,5,15.75,3.54,9.64,2.74,21.39,68.33,45.67,45.67,0,663.13,23.87,16.15,16.15,0,5.16,-4.47
