POLYID,Year,Month,meanTmax,meanTmin,meanTmean,meanWindSpeed,meanRad,meanRH,sumPrecip,sumRain,sumSnow,sumRad,maxTmax,maxDailyPrecip,maxDailyRain,maxDailySnow,maxDailyWindSpeed,minTmin
425023,1987,1,-7.8,-17.96,-12.88,1.07,5.35,98.48,45.55,0,45.55,165.89,-0.13,13.34,0,13.34,2.39,-31.73
425023,1987,2,-7.82,-20.52,-14.17,1.48,9.69,96.83,26.58,0,26.58,271.2,-0.27,11.51,0,11.51,2.78,-35.71
425023,1987,3,1.88,-7.93,-3.02,1.14,12.55,94.33,62.51,24.08,38.43,389.12,14.66,19.76,10.5,19.76,3.62,-27.17
425023,1987,4,13.52,2.46,7.99,0.78,17.38,79.86,59.5,56.24,3.26,521.46,24.99,16.79,16.79,3.26,1.95,-4.89
425023,1987,5,18.15,5.9,12.03,0.38,19.1,76.9,69.05,69.05,0,591.96,28.55,15.31,15.31,0,0.61,-3.17
425023,1987,6,22.93,12.42,17.68,0.32,21.05,79.43,103.14,103.14,0,631.54,29.48,31.47,31.47,0,0.43,4.75
425023,1987,7,25.51,14.98,20.25,0.32,20.26,80.07,132.25,132.25,0,627.96,30.48,34.94,34.94,0,0.47,7.62
425023,1987,8,23.43,12.01,17.72,0.34,17.91,74.86,59.34,59.34,0,555.23,30.08,15.45,15.45,0,0.45,6.55
425023,1987,9,19.43,9.12,14.28,0.32,13.41,80.47,104.89,104.89,0,402.39,25.98,35.54,35.54,0,0.45,0.3
425023,1987,10,11.25,0.8,6.03,0.34,9.14,80.61,63.76,63.76,0,283.24,18.48,16.7,16.7,0,0.58,-5.18
425023,1987,11,3.51,-5.07,-0.78,0.46,6.33,85.14,107.23,33.84,73.39,189.99,17.01,28.63,9.32,28.63,0.95,-14.42
425023,1987,12,-2.45,-10.21,-6.33,0.77,4.66,96.81,64.32,8.87,55.45,144.59,5.42,15.52,5.5,15.52,1.31,-24.07
570007,1987,1,-1,-6.9,-3.95,4.05,6.02,88.03,45.34,1.59,43.75,186.69,3.9,13.42,1.59,13.42,7.91,-18.34
570007,1987,2,1.58,-6.46,-2.44,3.88,10.82,81.21,12.93,8.55,4.38,303.09,5.21,6.28,6.28,1.09,10.72,-16.35
570007,1987,3,7.49,-1.97,2.76,4.03,14.3,77.33,51.95,39.69,12.26,443.21,19.79,18.52,18.52,6.69,9.39,-11.2
570007,1987,4,13.59,3.4,8.5,3.96,18.05,77.74,51.4,46.14,5.26,541.35,24.54,17.13,17.13,2.69,9.9,-7.6
570007,1987,5,20.3,8.92,14.61,2.95,22.28,74.35,76.02,76.02,0,690.82,27.74,19.31,19.31,0,5.19,0.92
570007,1987,6,24.16,13.91,19.04,2.8,22.67,75.46,111.19,111.19,0,679.96,28.83,28.06,28.06,0,4.83,6.66
