parameter,2.5%,25%,median,75%,97.5%,map,mean,driver,value,sir_sample_n,sir_resample_n
f1,0.0502606677740405,0.12595135133451552,0.2100521108461544,0.37165996065625223,0.5171070254853403,0.13023691074784527,0.26172350437846037,location_name,"Ellerslie,Harrow",4,3
f6,0.08165408046645461,0.09804973959486234,0.11626713862642647,0.15113928123842926,0.18252420958923177,0.09892971436815493,0.12737030101338556,location_name,"Ellerslie,Harrow",4,3
k40,0.11054634595463286,0.13702512515755372,0.16644599093857687,0.17729123703943334,0.18705195853020412,0.17695199707332737,0.1540622444851324,location_name,"Ellerslie,Harrow",4,3
tillfac_FT,1.6451167847029864,1.9508025851566346,2.290453474549577,3.0835840545478277,3.7974015765462537,1.9722169056993515,2.5927732682864493,location_name,"Ellerslie,Harrow",4,3
tmax,44.65760094900616,45.70133818150498,46.861046217614785,48.10882589011453,49.2318275953643,46.29553624715098,46.919760641874745,location_name,"Ellerslie,Harrow",4,3
topt,31.416597605781163,31.92566467874218,32.491294759809975,33.80280399785843,34.98316231210204,31.958358034850182,32.988547531130415,location_name,"Ellerslie,Harrow",4,3
