params,totsi,totsi_lci,totsi_uci,singsi,singsi_lci,singsi_uci,driver,value,gsa_sample_n
f1,0.602121687864767,-0.7572427746851327,0.602121687864767,0.7927138771409412,0.653289146631308,1.7548422139650617,location_name,"Ellerslie,Harrow",3
f2,2.327447890717699e-4,-5.789281865716383e-4,3.781730008778376e-4,0.7462307028878185,0.5948785534035,1.9161798277181126,location_name,"Ellerslie,Harrow",3
f3,0.0014823748265432042,-0.003982795419997839,0.0024827046827484186,0.7577142797337868,0.6150675711565509,1.8709395000803115,location_name,"Ellerslie,Harrow",3
f5,0.0018679865310509117,-0.0018825841550917303,0.0018679865310509117,0.7090853261831493,0.5531851656295033,2.032585076391952,location_name,"Ellerslie,Harrow",3
f6,0.04459290382853283,-0.09634725930759447,0.04780008747250179,0.5545912588581265,0.1637168717330354,2.73394773753376,location_name,"Ellerslie,Harrow",3
f7,0.0012396142390478833,-0.0036177403881971367,0.0018848361171552583,0.7229261165911676,0.5276981714435919,2.030452834179909,location_name,"Ellerslie,Harrow",3
f8,1.1807237309848446e-4,-3.8252584687690605e-4,1.6275189637242183e-4,0.7462801219679633,0.5783656911314651,1.9326818448717895,location_name,"Ellerslie,Harrow",3
k10,0,0,0,0.7451176567367138,0.5891998319348593,1.9241209337382978,location_name,"Ellerslie,Harrow",3
k20,0,0,0,0.7451176567367138,0.5891998319348593,1.9241209337382978,location_name,"Ellerslie,Harrow",3
k30,3.931318064872042e-5,-6.998416526226722e-5,4.1103566501035083e-5,0.7402516044919194,0.582018203533112,1.9410990235941092,location_name,"Ellerslie,Harrow",3
k40,0.044739902661250004,-0.13648960744880145,0.06427040693138991,0.8943823241736969,0.8347334483148137,1.3371468818168837,location_name,"Ellerslie,Harrow",3
k50,1.9637015177609924e-5,-5.424811070480681e-5,2.9877169313857502e-5,0.7411725777417102,0.5829233260857161,1.9383422011090918,location_name,"Ellerslie,Harrow",3
plig,0,0,0,0.7451176567367138,0.5891998319348593,1.9241209337382978,location_name,"Ellerslie,Harrow",3
tillfac_FT,0.02963694667313097,-0.10997886867256151,0.05701893751499893,0.6282751563533007,0.4716294343840516,2.196066561449612,location_name,"Ellerslie,Harrow",3
tillfac_RT,0,0,0,0.7451176567367138,0.5891998319348593,1.9241209337382978,location_name,"Ellerslie,Harrow",3
tmax,0.058002370909688857,-0.19826191188725645,0.08300723283319139,0.7025860704839925,0.6920290534814378,1.6307671098250984,location_name,"Ellerslie,Harrow",3
topt,0.013433787229240907,-0.041672359923958,0.01780157512416415,0.667702087050206,0.5926678998981975,2.0354822590098496,location_name,"Ellerslie,Harrow",3
wfac_irri,0,0,0,0.7451176567367138,0.5891998319348593,1.9241209337382978,location_name,"Ellerslie,Harrow",3
