Exp_ID,location_name,latitude,longitude,ecozone,province,soil_great_group,soil_sub_group,soil_texture,sand_px,clay_px,silt_px,initial_soc_tha,initial_soc_year,plot_id,block,treatment_number,treatment_name,replication_number,duration,year_name,start_year,end_year,tillage,STIR_rating,grain_yield_kgha,hay_yield_kgha,hay_residue_kgha,crop,ICASA_code,AAFC_code,crop_rotation,rotation_seq,crop_seq,straw_biomass_kgha,straw_returned,silage_yld_kgha,root_biomass_kgha,biomass_returned_kgha,soc_tha,bd_gcm3,soil_depth_min_cm,soil_depth_max_cm,N_fertilizer_kgha,N_fertilizer_kgha_2,N_fertilizer_kgha_3,P_fertilizer_kgha,P_fertilizer_kgha_2,P_fertilizer_kgha_3,K_fertilizer_kgha,K_fertilizer_kgha_2,S_fertilizer_kgha,S_fertilizer_kgha_2,manure_kgha,residue_estimation_methodology,soil_total_carbon_conc_gkg,soil_total_carbon_px,soil_total_carbon2_px,soil_organic_matter_kgha,organic_matter_px,crop_residue_avg_kgha,crop_residue_kgha,above_ground_residue_kgha,roots_residue_kgha,root_exudates_kgha,reference,flag,theme,TrtID,simple_trt_name,r_c,tillage_soil,tillage_type,irrigation_region,irrigation,cinput_lignin_px,cinput_n_px,Location,POLYID,ECO_ID,...81,SL,PROVINCE,PCPTREGION,soc_tha_30cm
E1,Ellerslie,53.416667,-113.55,10,Alberta,Black Chernozem,Orthic,Medium,17,39,NA,110.21,1983,NA,NA,13,F0NS,1,27,2003,1983,2009,CT,NA,944.068539,NA,NA,CNL,CNL,CANOLA,CNL_TRT_PEA,NA,NA,3460.543478,no,NA,1101.153004,NA,NA,NA,0,20,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,est_equation,NA,NA,NA,NA,NA,NA,3460.543478,NA,1101.153004,NA,Malhi et al. 2011b,NA,cpr,E1_F0NS_CT,NA,NA,Brown,Intensive Tillage,Canada,0,10,10,1,727006,727,NA,727006,AB,AB_3,NA
E1,Ellerslie,53.416667,-113.55,10,Alberta,Black Chernozem,Orthic,Medium,17,39,NA,110.21,1983,NA,NA,13,F0NS,1,27,2004,1983,2009,CT,NA,1720.460936,NA,NA,TRT,TRT,TRITCL,CNL_TRT_PEA,NA,NA,1667.851285,no,NA,847.0780553,NA,NA,NA,0,20,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,est_equation,NA,NA,NA,NA,NA,NA,1667.851285,NA,847.0780553,NA,Malhi et al. 2011b,NA,cpr,E1_F0NS_CT,NA,NA,Brown,Intensive Tillage,Canada,0,10,10,1,727006,727,NA,727006,AB,AB_3,NA
E1,Ellerslie,53.416667,-113.55,10,Alberta,Black Chernozem,Orthic,Medium,17,39,NA,110.21,1983,NA,NA,13,F0NS,1,27,2005,1983,2009,CT,NA,2675.726967,NA,NA,PEA,PEA,PEA,CNL_TRT_PEA,NA,NA,2075.690605,no,NA,475.1417572,NA,NA,NA,0,20,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,est_equation,NA,NA,NA,NA,NA,NA,2075.690605,NA,475.1417572,NA,Malhi et al. 2011b,NA,cpr,E1_F0NS_CT,NA,NA,Brown,Intensive Tillage,Canada,0,10,10,1,727006,727,NA,727006,AB,AB_3,NA
E1,Ellerslie,53.416667,-113.55,10,Alberta,Black Chernozem,Orthic,Medium,17,39,NA,110.21,1983,NA,NA,13,F0NS,1,27,2006,1983,2009,CT,NA,1195.704143,NA,NA,WHT,WHT,WHTDUR,WHT,NA,NA,1405.306428,no,NA,624.2425368,NA,NA,NA,0,20,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,est_equation,NA,NA,NA,NA,NA,NA,1405.306428,NA,624.2425368,NA,Malhi et al. 2011b,NA,cpr,E1_F0NS_CT,NA,NA,Brown,Intensive Tillage,Canada,0,10,10,1,727006,727,NA,727006,AB,AB_3,NA
E1,Ellerslie,53.416667,-113.55,10,Alberta,Black Chernozem,Orthic,Medium,17,39,NA,110.21,1983,NA,NA,13,F0NS,1,27,2007,1983,2009,CT,NA,522.4365697,NA,NA,CNL,CNL,CANOLA,CNL_TRT_PEA,NA,NA,2580.498024,no,NA,775.7336483,NA,NA,NA,0,20,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,est_equation,NA,NA,NA,NA,NA,NA,2580.498024,NA,775.7336483,NA,Malhi et al. 2011b,NA,cpr,E1_F0NS_CT,NA,NA,Brown,Intensive Tillage,Canada,0,10,10,1,727006,727,NA,727006,AB,AB_3,NA
E1,Ellerslie,53.416667,-113.55,10,Alberta,Black Chernozem,Orthic,Medium,17,39,NA,110.21,1983,NA,NA,13,F0NS,1,27,2008,1983,2009,CT,NA,2923.413303,NA,NA,TRT,TRT,TRITCL,CNL_TRT_PEA,NA,NA,3065.432251,no,NA,1497.211388,NA,NA,NA,0,20,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,est_equation,NA,NA,NA,NA,NA,NA,3065.432251,NA,1497.211388,NA,Malhi et al. 2011b,NA,cpr,E1_F0NS_CT,NA,NA,Brown,Intensive Tillage,Canada,0,10,10,1,727006,727,NA,727006,AB,AB_3,NA
E1,Ellerslie,53.416667,-113.55,10,Alberta,Black Chernozem,Orthic,Medium,17,39,NA,110.21,1983,NA,NA,13,F0NS,1,27,2009,1983,2009,CT,NA,1442.968417,NA,NA,PEA,PEA,PEA,CNL_TRT_PEA,NA,NA,1627.706693,no,NA,307.067511,NA,119.2933333,NA,0,20,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,est_equation,NA,NA,NA,NA,NA,NA,1627.706693,NA,307.067511,NA,Malhi et al. 2011b,NA,cpr,E1_F0NS_CT,NA,NA,Brown,Intensive Tillage,Canada,0,10,10,1,727006,727,NA,727006,AB,AB_3,119.2933333
E1,Ellerslie,53.416667,-113.55,10,Alberta,Black Chernozem,Orthic,Medium,17,39,NA,110.21,1983,NA,NA,14,F0S,1,27,1983,1983,2009,CT,NA,1348.043478,NA,NA,BAR,BAR,BARLEY,CONT_BAR,NA,NA,1384.891304,yes,NA,601.2456522,NA,110.21,NA,0,20,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,est_equation,NA,NA,NA,NA,NA,NA,1384.891304,NA,601.2456522,NA,Malhi et al. 2011b,NA,cpr,E1_F0S_CT,NA,NA,Brown,Intensive Tillage,Canada,0,10,10,1,727006,727,NA,727006,AB,AB_3,110.21
E1,Ellerslie,53.416667,-113.55,10,Alberta,Black Chernozem,Orthic,Medium,17,39,NA,110.21,1983,NA,NA,14,F0S,1,27,1984,1983,2009,CT,NA,2809.065,NA,NA,BAR,BAR,BARLEY,CONT_BAR,NA,NA,2102.73,yes,NA,1080.5949,NA,NA,NA,0,20,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,est_equation,NA,NA,NA,NA,NA,NA,2102.73,NA,1080.5949,NA,Malhi et al. 2011b,NA,cpr,E1_F0S_CT,NA,NA,Brown,Intensive Tillage,Canada,0,10,10,1,727006,727,NA,727006,AB,AB_3,NA
E1,Ellerslie,53.416667,-113.55,10,Alberta,Black Chernozem,Orthic,Medium,17,39,NA,110.21,1983,NA,NA,14,F0S,1,27,1985,1983,2009,CT,NA,2929.5,NA,NA,BAR,BAR,BARLEY,CONT_BAR,NA,NA,2357.455,yes,NA,1163.1301,NA,NA,NA,0,20,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,est_equation,NA,NA,NA,NA,NA,NA,2357.455,NA,1163.1301,NA,Malhi et al. 2011b,NA,cpr,E1_F0S_CT,NA,NA,Brown,Intensive Tillage,Canada,0,10,10,1,727006,727,NA,727006,AB,AB_3,NA
E1,Ellerslie,53.416667,-113.55,10,Alberta,Black Chernozem,Orthic,Medium,17,39,NA,110.21,1983,NA,NA,14,F0S,1,27,1986,1983,2009,CT,NA,2431.485,NA,NA,BAR,BAR,BARLEY,CONT_BAR,NA,NA,2478.14,yes,NA,1080.1175,NA,NA,NA,0,20,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,est_equation,NA,NA,NA,NA,NA,NA,2478.14,NA,1080.1175,NA,Malhi et al. 2011b,NA,cpr,E1_F0S_CT,NA,NA,Brown,Intensive Tillage,Canada,0,10,10,1,727006,727,NA,727006,AB,AB_3,NA
E1,Ellerslie,53.416667,-113.55,10,Alberta,Black Chernozem,Orthic,Medium,17,39,NA,110.21,1983,NA,NA,14,F0S,1,27,1987,1983,2009,CT,NA,1706.3525,NA,NA,BAR,BAR,BARLEY,CONT_BAR,NA,NA,1567.95,yes,NA,720.34655,NA,NA,NA,0,20,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,est_equation,NA,NA,NA,NA,NA,NA,1567.95,NA,720.34655,NA,Malhi et al. 2011b,NA,cpr,E1_F0S_CT,NA,NA,Brown,Intensive Tillage,Canada,0,10,10,1,727006,727,NA,727006,AB,AB_3,NA
E1,Ellerslie,53.416667,-113.55,10,Alberta,Black Chernozem,Orthic,Medium,17,39,NA,110.21,1983,NA,NA,14,F0S,1,27,1988,1983,2009,CT,NA,2805.775,NA,NA,BAR,BAR,BARLEY,CONT_BAR,NA,NA,2668.75,yes,NA,1204.3955,NA,NA,NA,0,20,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,est_equation,NA,NA,NA,NA,NA,NA,2668.75,NA,1204.3955,NA,Malhi et al. 2011b,NA,cpr,E1_F0S_CT,NA,NA,Brown,Intensive Tillage,Canada,0,10,10,1,727006,727,NA,727006,AB,AB_3,NA
E1,Ellerslie,53.416667,-113.55,10,Alberta,Black Chernozem,Orthic,Medium,17,39,NA,110.21,1983,NA,NA,14,F0S,1,27,1989,1983,2009,CT,NA,1518.025,NA,NA,BAR,BAR,BARLEY,CONT_BAR,NA,NA,1619.325,yes,NA,690.217,NA,NA,NA,0,20,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,est_equation,NA,NA,NA,NA,NA,NA,1619.325,NA,690.217,NA,Malhi et al. 2011b,NA,cpr,E1_F0S_CT,NA,NA,Brown,Intensive Tillage,Canada,0,10,10,1,727006,727,NA,727006,AB,AB_3,NA
E1,Ellerslie,53.416667,-113.55,10,Alberta,Black Chernozem,Orthic,Medium,17,39,NA,110.21,1983,NA,NA,14,F0S,1,27,1990,1983,2009,CT,NA,2690.825,NA,NA,BAR,BAR,BARLEY,CONT_BAR,NA,NA,2697.025,yes,NA,1185.327,NA,NA,NA,0,20,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,est_equation,NA,NA,NA,NA,NA,NA,2697.025,NA,1185.327,NA,Malhi et al. 2011b,NA,cpr,E1_F0S_CT,NA,NA,Brown,Intensive Tillage,Canada,0,10,10,1,727006,727,NA,727006,AB,AB_3,NA
E1,Ellerslie,53.416667,-113.55,10,Alberta,Black Chernozem,Orthic,Medium,17,39,NA,110.21,1983,NA,NA,14,F0S,1,27,1991,1983,2009,CT,NA,2674.891304,NA,NA,BAR,BAR,BARLEY,CONT_BAR,NA,NA,2503.26087,yes,NA,1139.193478,NA,NA,NA,0,20,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,est_equation,NA,NA,NA,NA,NA,NA,2503.26087,NA,1139.193478,NA,Malhi et al. 2011b,NA,cpr,E1_F0S_CT,NA,NA,Brown,Intensive Tillage,Canada,0,10,10,1,727006,727,NA,727006,AB,AB_3,NA
E1,Ellerslie,53.416667,-113.55,10,Alberta,Black Chernozem,Orthic,Medium,17,39,NA,110.21,1983,NA,NA,14,F0S,1,27,1992,1983,2009,CT,NA,2543.325,NA,NA,BAR,BAR,BARLEY,CONT_BAR,NA,NA,2504.525,yes,NA,1110.527,NA,NA,NA,0,20,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,est_equation,NA,NA,NA,NA,NA,NA,2504.525,NA,1110.527,NA,Malhi et al. 2011b,NA,cpr,E1_F0S_CT,NA,NA,Brown,Intensive Tillage,Canada,0,10,10,1,727006,727,NA,727006,AB,AB_3,NA
E1,Ellerslie,53.416667,-113.55,10,Alberta,Black Chernozem,Orthic,Medium,17,39,NA,110.21,1983,NA,NA,14,F0S,1,27,1993,1983,2009,CT,NA,1916.4,NA,NA,BAR,BAR,BARLEY,CONT_BAR,NA,NA,2897.375,yes,NA,1059.0305,NA,NA,NA,0,20,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,est_equation,NA,NA,NA,NA,NA,NA,2897.375,NA,1059.0305,NA,Malhi et al. 2011b,NA,cpr,E1_F0S_CT,NA,NA,Brown,Intensive Tillage,Canada,0,10,10,1,727006,727,NA,727006,AB,AB_3,NA
