SampleID,tillfac_FT,tillfac_RT,wfac_irri,k10,k20,k30,k40,k50,f1,f2,f3,f5,f6,f7,f8,tmax,topt,plig
42,2.362077357948944,2.421687504864298,1,16.921035336740708,5.099034829062619,6.682843203380834,0.17230119424458082,0.008611446202788503,0.2306002203859226,0.07517373801215203,0.3138204958513379,0.051261707231101114,0.0922936308618705,0.43358315429118555,0.4742780078561185,40.7800668256043,31.194385653925984,3.2569100914029407
94,1.5449496261371298,1.6993656623391433,1,19.635979922495178,4.552881795246797,6.923875447984617,0.1341805117682661,0.005438665997509379,0.7702461861323635,0.04937737292231736,0.6925521400460276,0.09250775716890744,0.03688314768870128,0.44516953273159643,0.43049668777281186,46.47845675407955,34.07087755161949,3.960788981869351
164,2.8939302386336028,1.315600907627493,1,16.692106581181402,4.809939295658716,7.124091616213219,0.17714415198231254,0.00919786999867414,0.5966952250520955,0.033025502516112526,0.7395383697715355,0.06997945744465105,0.05550894699310652,0.4191852050614776,0.4076607150141802,41.48291866765707,33.79398195316978,2.602309851282742
282,1.6959044019050895,1.73836878301017,1,16.830699930696305,5.11468154790082,7.776158598162225,0.18601247788464276,0.008663595275072149,0.061631953847527045,0.18607585675567087,0.3805275740506361,0.09356399503155238,0.029990301112635065,0.46177814275500084,0.42353926895253363,48.72973927382589,31.589430993179306,2.663277696656529
940,2.852442369765509,1.448886074073147,1,17.329344873851095,4.537616091543878,7.86200586677841,0.1944495707619381,0.0064772154750104526,0.5266679765715474,0.36284817760399685,0.38833528053716293,0.09060925900279404,0.08888985840118258,0.43851775567138196,0.45963817643472926,44.14120815571351,35.301733062476224,3.345223493441008
581,2.673739147500787,1.026595009829849,1,18.99729401273688,5.233418926144386,7.7880508507736685,0.17581770345712733,0.005050891472073272,0.08336925090053816,0.15052380117660855,0.5148749404122355,0.08232937845857884,0.07435779353705933,0.3871332833991107,0.44481309535018637,42.39746563381283,32.525676390295104,3.754744920472614
271,3.2159206496603323,1.4695959706804715,1,17.22875194271859,4.926851307860683,8.071051610025474,0.11622838853657386,0.009376542161217659,0.12790449711852708,0.4037473988141704,0.702484890992078,0.05538773079427843,0.09651832097182052,0.4549251289082207,0.4203821332624485,44.38303511970956,31.961444644179718,3.3416399883800185
201,2.744803911362588,2.745335708159488,1,19.395043913879363,5.081846806789003,7.731523255103362,0.165999724304087,0.009030124850251012,0.3580087559447042,0.4921377148006649,0.4036315190542955,0.09886243131551611,0.05599170015481533,0.39185584417279345,0.46926321981992575,48.01625702099316,31.786878212870285,3.022149315111805
548,3.177129835311323,2.0132718409607184,1,17.89589176842016,4.528887329750317,8.105494162100777,0.07094199520671368,0.00923715077287401,0.4067583576213825,0.23010916217504418,0.594858265039418,0.09147763731471775,0.07086092577174773,0.378449844366814,0.4307633237695252,48.279999186939094,32.596196388736,3.8101082906723023
278,1.4397842117494903,2.2966275905780495,1,17.83339555589326,4.425119896124066,7.4031486755182225,0.07734867827064637,0.007036539545641281,0.04807860939625651,0.13345805449358958,0.7661818785624114,0.06175930963274813,0.06511328509589658,0.3924593427555738,0.4138972432331904,40.722040995933114,31.395483955569937,3.334379210920073
775,2.519192822704883,1.0055386270950548,1,17.115788722969498,5.291007559235375,6.753606975190183,0.08904722348986753,0.009400024869806366,0.033132034674026076,0.16126396046344074,0.4288643643349177,0.06921695710093412,0.17656755487898132,0.4098157425403465,0.4932253666814603,43.48592915290198,34.13081346863937,3.9171532561238855
267,3.7865639081364497,2.601966360291932,1,17.30378398100247,4.799442444912778,7.18084866935866,0.2671927119603297,0.006218967443414731,0.35028406729553363,0.3303598576189121,0.6958355794868433,0.09482996800467837,0.06889286524105817,0.37833434938426314,0.41067015311233,41.31611058984627,33.56814733499363,3.993830472738482
706,2.7128486560226883,2.995611320838332,1,20.233106420855876,4.5887256100415765,6.738131405307129,0.2208322377133835,0.009694333198295208,0.07325124191352167,0.28447207940564984,0.16913921387698502,0.04541624123007851,0.031106757031544113,0.40896616077633297,0.4396850042132777,46.699447503844276,32.861913209176066,3.561328254791908
259,2.231575290783215,2.5632329417234287,1,17.038095369413238,4.565319557998586,6.984018693831982,0.09106072467933082,0.009470963985836134,0.33104005865431624,0.44237246751975595,0.5531728969795164,0.04447309807877312,0.026282878080673984,0.45441006466575434,0.41965913491729884,40.9980503126455,35.039675945357345,2.1154082095664926
147,2.0946458664683627,2.9052053143777883,1,19.24273276950575,4.665566728999284,7.690097760287197,0.08811328954705736,0.0051725443266902585,0.5059114931618213,0.18294361171620174,0.16767019037001302,0.05101128900925745,0.03549979950292036,0.38256564964746403,0.43468287476804573,42.375063974711814,31.508686693053207,2.8829150465326383
447,3.003602322289301,1.886411506763194,1,18.326562515714137,5.387592925882535,6.669868828931544,0.13115323446348123,0.009717424230850303,0.17018549040606712,0.41422984209766917,0.6144300871912624,0.06715435419910354,0.14173984788576607,0.4383915414761268,0.4194925268283743,40.9616588164831,33.83876894386601,3.455226873675361
905,2.449079113105684,1.022130484606605,1,17.943589314573327,4.74662028033345,7.149680261394438,0.12233092385227465,0.006000739493343281,0.30972353201488034,0.18094775469027646,0.4935514573144727,0.06740440131790493,0.174538226929917,0.4099739092617156,0.4715968699592049,45.894597480443075,31.32477020929057,3.775536992779002
340,1.6972432942458426,2.5887395993433895,1,19.773589511879024,4.609957582586822,6.880242039011466,0.11093171480638347,0.007663231844385155,0.3042351184151019,0.27525144527177026,0.12195701272292063,0.0706577552339097,0.05556223572489573,0.423377656254326,0.4243927141205175,44.030810441236945,31.860558556142077,2.5439525414500386
815,3.827957246929733,2.57267017785972,1,18.857772437249682,4.744528452229509,7.950829134097258,0.21721363857266307,0.009394986303732731,0.1671816010175273,0.3672427825398033,0.16085315887278412,0.08630681906077987,0.07875402804935817,0.37874553295236546,0.45875688490048516,41.15362825847534,32.30158039438605,2.6409242565007878
501,1.5944443928984924,1.7179980483120307,1,17.604769582475534,5.059505983607159,7.0684126733535155,0.29313646799462706,0.0067760178936726884,0.012722053614079487,0.4492010032871331,0.4192902182124556,0.063533834346015,0.14703166930777253,0.4564413181198044,0.457681132104951,42.65531337120524,32.93629681270045,3.4172219515610487
474,2.5720781730736606,1.0300757336313837,1,17.518613380411196,5.282792740305313,7.5505408204808555,0.2610801855055271,0.008800035190258642,0.11811848430346464,0.3221485113291133,0.5416545417351881,0.058025844562532375,0.06073317466284847,0.39791446860815305,0.4299683868840267,48.75355981256906,33.73639835883912,3.1128332342258656
933,3.710983549247589,2.38021787725389,1,19.759744462545754,4.937890658898749,6.9996202016024105,0.23329686963886442,0.007665860137258423,0.054013911688677044,0.45575564956440034,0.3724810758076609,0.09568428303623433,0.14233956010165624,0.44062171726548394,0.4398700708710915,44.7533614919472,32.53781417451039,2.725229564778041
869,3.1944060634905007,2.617663213610183,1,19.082506080535822,5.029608888493916,7.540734041173058,0.2832896453656498,0.0073720651007990814,0.3183039727162803,0.08867598421158014,0.5685640693752795,0.061347137656006495,0.033392042644408065,0.38420166317771004,0.4241731586755137,46.03260261581861,34.89314157258403,2.769551887336653
